http://tv.l5.ca/i/?T=强哥直播
💝强哥流行歌曲,#genre#
南汉山城(韩国战争片),https://vip.lz-cdn3.com/20220816/11542_ddc93fe9/index.m3u8
无名战士2017(芬兰/比利时/冰岛战争片),https://vip.lz-cdn3.com/20220816/11521_a0b87bea/index.m3u8
一袋弹子(法国战争片),https://vip.lz-cdn3.com/20220815/11484_e0871d20/index.m3u8
至暗时刻(英国战争片),https://vip.lz-cdn3.com/20220815/11478_90c9a3c7/index.m3u8
第十二个人2017(挪威战争片),https://vip.lz-cdn3.com/20220815/11445_ee65ad7c/index.m3u8
狐步舞2017(以色列/瑞士/德国/法国战争片),https://vip.lz-cdn3.com/20220814/11426_12aabfc7/index.m3u8
战争未了(西班牙战争片),https://vip.lz-cdn3.com/20220812/11266_c723a5ea/index.m3u8
冒牌上尉2017(德国/波兰/法国战争片),https://vip.lz-cdn3.com/20220811/11234_3e479cc8/index.m3u8
我的上高(大陆战争片),https://vip.lz-cdn3.com/20220811/11176_0fafb57a/index.m3u8
长津湖(大陆战争片),https://vip1.lz-cdn6.com/20220810/21437_e2632c6d/index.m3u8
异域之末路英雄【粤语】(台湾战争片),https://vip1.lz-cdn6.com/20220810/21433_12e53d24/index.m3u8
异域之末路英雄【国语】(台湾战争片),https://vip1.lz-cdn6.com/20220810/21432_a5a7236f/index.m3u8
小野田的丛林万夜(法国战争片),https://vip1.lz-cdn10.com/20220809/2200_a0fee86c/index.m3u8
托米莉斯女王(哈萨克斯坦战争片),https://vip.lz-cdn3.com/20220808/10969_a7d9d240/index.m3u8
云霄之上(大陆战争片),https://vip1.lz-cdn10.com/20220808/2182_5c285e99/index.m3u8
美利坚邦联(美国战争片),https://vip.lz-cdn3.com/20220806/10846_b861cedf/index.m3u8
黄金大逃狱【粤语】(大陆战争片),https://vip.lz-cdn3.com/20220805/10799_39f45bd1/index.m3u8
沙漠往事(俄罗斯战争片),https://vip.lz-cdn3.com/20220805/10798_27ea2dcc/index.m3u8
呼叫班德拉斯(乌克兰战争片),https://vip.lz-cdn3.com/20220803/10652_5fe1de09/index.m3u8
飓风行动2018(英国战争片),https://vip.lz-cdn3.com/20220802/10549_36ca95da/index.m3u8
失落的海峡2018(伊朗战争片),https://vip.lz-cdn3.com/20220802/10529_81857bc3/index.m3u8
私人战争2018(美国战争片),https://vip.lz-cdn3.com/20220801/10517_89f249ab/index.m3u8
太阳之女(法国战争片),https://vip.lz-cdn3.com/20220801/10512_33c3e63a/index.m3u8
顿巴斯营在二〇一四年的伊洛瓦里安2019(乌克兰战争片),https://vip.lz-cdn3.com/20220801/10467_eef93ba8/index.m3u8
血战摩苏尔(美国战争片),https://vip.lz-cdn3.com/20220801/10452_ae541d65/index.m3u8
拿破仑1927(法国战争片),https://vip.lzcdn2.com/20220528/7866_142c6096/index.m3u8
狙击手·白乌鸦2022(乌克兰战争片),https://vip.lz-cdn3.com/20220731/10412_67041949/index.m3u8
渗透2022(俄罗斯战争片),https://vip.lz-cdn3.com/20220731/10407_f372cc5f/index.m3u8
巴尔干边界(俄罗斯战争片),https://vip.lz-cdn3.com/20220731/10378_eb9b2a49/index.m3u8
锅盖头4：回归法制(美国战争片),https://vip.lz-cdn3.com/20220730/10364_41874d53/index.m3u8
勒热夫战役(俄罗斯战争片),https://vip.lz-cdn3.com/20220730/10335_41d07e1e/index.m3u8
王者天下2019(日本战争片),https://vip.lz-cdn3.com/20220729/10283_076bd4a2/index.m3u8
和平(美国战争片),https://vip.lz-cdn3.com/20220728/10229_06a09526/index.m3u8
十二勇士(美国战争片),https://vip.lz-cdn3.com/20220728/10202_36c1529d/index.m3u8
冰海陷落(英国战争片),https://vip.lz-cdn3.com/20220728/10196_c625a63c/index.m3u8
大轰炸(大陆战争片),https://vip.lz-cdn3.com/20220727/10192_19ef438c/index.m3u8
霸主(美国战争片),https://vip.lz-cdn3.com/20220726/10081_3cfb6e56/index.m3u8
不朽的走廊(俄罗斯战争片),https://vip.lz-cdn3.com/20220724/9964_90b339b2/index.m3u8
余波2019(英国战争片),https://vip.lz-cdn3.com/20220723/9921_3199798b/index.m3u8
高个儿(俄罗斯战争片),https://vip.lz-cdn3.com/20220722/9868_53cb9f78/index.m3u8
等待安雅(英国战争片),https://vip.lz-cdn3.com/20220721/9757_e867c777/index.m3u8
温德米尔儿童(英国战争片),https://vip.lz-cdn3.com/20220721/9737_4959e4ea/index.m3u8
八百彪兵奔北坡(大陆战争片),https://vip.lz-cdn3.com/20220720/9712_ab67121c/index.m3u8
转移者2018(拉脱维亚战争片),https://vip1.lz-cdn10.com/20220718/2048_8be62ef2/index.m3u8
狙击手2020(大陆战争片),https://vip.lz-cdn3.com/20220719/9676_c01757ad/index.m3u8
塔纳吉：无名勇士(印度战争片),https://vip.lz-cdn3.com/20220719/9667_a99b863b/index.m3u8
雪豹之虎啸军魂(大陆战争片),https://vip.lz-cdn3.com/20220718/9587_aaaa962f/index.m3u8
誓血五人组(美国战争片),https://vip.lz-cdn3.com/20220717/9544_888469f3/index.m3u8
捐躯2018(土耳其战争片),https://vip.lz-cdn3.com/20220717/9525_e3bf388b/index.m3u8
东线无归途(英国战争片),https://vip.lz-cdn3.com/20220716/9477_5ccaf33e/index.m3u8
奇袭地道战(大陆战争片),https://vip.lz-cdn3.com/20220714/9293_1b092ea9/index.m3u8
太阳之子2020(日本战争片),https://vip.lz-cdn3.com/20220713/9271_9adf9f52/index.m3u8
最后一搏2019(美国战争片),https://vip.lz-cdn3.com/20220710/9125_3fe9131c/index.m3u8
伊万·杰尼索维奇(俄罗斯战争片),https://vip1.lz-cdn10.com/20220705/1989_889bdec8/index.m3u8
间谍之妻(日本战争片),https://vip.lz-cdn3.com/20220705/8785_6ea4446a/index.m3u8
来自亚塞诺瓦茨的达拉(塞尔维亚战争片),https://vip.lz-cdn3.com/20220703/8702_7dd02d88/index.m3u8
战地刑罚(英国战争片),https://vip.lz-cdn3.com/20220702/8620_35b8df48/index.m3u8
400发子弹(美国战争片),https://vip.lz-cdn3.com/20220629/8474_aae31b61/index.m3u8
亮剑：决战鬼哭谷(大陆战争片),https://vip.lzcdn2.com/20220628/14346_4700db36/index.m3u8
浴血无名川(大陆战争片),https://vip.lz-cdn3.com/20220628/8455_7ad6cbac/index.m3u8
红海行动(大陆战争片),https://vip1.lz-cdn6.com/20220616/15464_b2b75306/index.m3u8
飞行员(俄罗斯战争片),https://vip1.lz-cdn1.com/20220609/8313_0356d9fe/index.m3u8
绞肉行动(英国战争片),https://vip1.lz-cdn1.com/20220609/8302_5ff5db51/index.m3u8
东北狙王决战虎牙山(大陆战争片),https://vip1.lz-cdn10.com/20220525/1586_a842d797/index.m3u8
安市城(韩国战争片),https://vip1.lz-cdn1.com/20220606/7422_09c7b19c/index.m3u8
摇摆狂潮2018(韩国战争片),https://vip.lzcdn2.com/20220605/8505_1f4341f1/index.m3u8
长沙里：被遗忘的英雄们(韩国战争片),https://vip.lzcdn2.com/20220605/8492_934d6469/index.m3u8
芝瑟(韩国战争片),https://vip.lzcdn2.com/20220605/8490_0e04321a/index.m3u8
硫磺岛的来信(美国战争片),https://vip1.lz-cdn1.com/20220604/7354_546b1670/index.m3u8
联合舰队(日本战争片),https://vip1.lz-cdn1.com/20220604/7348_45ce7f28/index.m3u8
亚里安(日本战争片),https://vip.lzcdn2.com/20220604/8398_2d9bf985/index.m3u8
阿基米德大战(日本战争片),https://vip.lzcdn2.com/20220603/8377_9899079c/index.m3u8
安纳塔汉(日本战争片),https://vip1.lz-cdn1.com/20220603/7288_5ff96d47/index.m3u8
血战冲绳岛(日本战争片),https://vip.lzcdn2.com/20220602/8209_33823b53/index.m3u8
最后的前线2020(俄罗斯战争片),https://vip.lzcdn2.com/20220601/8110_9688b9c4/index.m3u8
卡拉什尼科夫(俄罗斯战争片),https://vip1.lz-cdn1.com/20220601/7196_cbca1227/index.m3u8
老枪(法国战争片),https://vip1.lz-cdn1.com/20220531/7184_358c3b8a/index.m3u8
大清炮队(大陆战争片),https://vip1.lz-cdn1.com/20220531/7173_7859baff/index.m3u8
卡贾基(英国战争片),https://vip1.lz-cdn1.com/20220531/7167_1f9a9398/index.m3u8
长津湖之水门桥(大陆战争片),https://vip1.lz-cdn1.com/20220531/7059_b8f5db9f/index.m3u8
大街上的商店(捷克斯洛伐克战争片),https://vip1.lz-cdn1.com/20220531/7029_c0e07634/index.m3u8
桂河大桥(英国战争片),https://vip.lzcdn2.com/20220530/8073_7e12a4b0/index.m3u8
灰猎犬号(美国战争片),https://vip.lzcdn2.com/20220530/8005_c85c42cd/index.m3u8
野战排(美国战争片),https://vip.lzcdn2.com/20220530/7955_fc3a1b7d/index.m3u8
华沙之战1920(波兰战争片),https://vip.lzcdn2.com/20220530/7922_ba29a989/index.m3u8
醉马时刻(伊朗战争片),https://vip.lzcdn2.com/20220530/7909_91f59652/index.m3u8
偷桃贼(保加利亚战争片),https://vip1.lz-cdn1.com/20220529/6991_fae3daae/index.m3u8
战马2011(美国战争片),https://vip1.lz-cdn1.com/20220529/6951_22aa0b1d/index.m3u8
战舰波将金号1925(苏联战争片),https://vip1.lz-cdn1.com/20220529/6943_22d99b70/index.m3u8
罗马,不设防的城市(意大利战争片),https://vip1.lz-cdn1.com/20220529/6937_222b2eb5/index.m3u8
伯德街小岛(丹麦/英国/德国战争片),https://vip1.lz-cdn1.com/20220529/6924_b5796a88/index.m3u8
地下1995(南斯拉夫/法国/德国/保加利亚/捷克/匈牙利/英国/美国战争片),https://vip1.lz-cdn1.com/20220529/6898_4d421bc4/index.m3u8
被涂污的鸟(捷克/斯洛伐克/乌克兰战争片),https://vip1.lz-cdn1.com/20220529/6886_ec79d625/index.m3u8
细细的红线1998(美国战争片),https://vip.lzcdn2.com/20220528/7748_39cde4c8/index.m3u8
亚洲风暴(苏联战争片),https://vip.lzcdn2.com/20220528/7740_dec26797/index.m3u8
影武者1980(日本战争片),https://vip.lzcdn2.com/20220528/7730_7d5d3580/index.m3u8
战场上的快乐圣诞(英国战争片),https://vip.lzcdn2.com/20220528/7729_712cc6db/index.m3u8
革命往事1971(意大利战争片),https://vip1.lz-cdn1.com/20220527/6821_ed42eb61/index.m3u8
刺杀盖世太保(法国战争片),https://vip1.lz-cdn1.com/20220527/6791_c546218b/index.m3u8
西线无战事1930(美国战争片),https://vip1.lz-cdn1.com/20220527/6744_b28a0793/index.m3u8
五月八月(香港战争片),https://vip.lzcdn2.com/20220525/7709_58e791cf/index.m3u8
烽火少年1975(大陆战争片),https://vip.lzcdn2.com/20220525/7644_79a26c4d/index.m3u8
德意志零年1948(意大利/法国/德国战争片),https://vip.lzcdn2.com/20220525/7567_f96cf7f1/index.m3u8
象棋的故事(德国/奥地利战争片),https://vip1.lz-cdn10.com/20220426/1548_8638953e/index.m3u8
奥斯维辛集中营的守卫(英国战争片),https://vip1.lz-cdn10.com/20220426/1521_cfb7d61f/index.m3u8
镜子1975(苏联战争片),https://vip.lzcdn2.com/20220525/7524_4aeab957/index.m3u8
从海底出击(西德战争片),https://vip1.lz-cdn1.com/20220524/6675_ce050673/index.m3u8
类人猿行动(捷克/英国/美国/法国战争片),https://vip1.lz-cdn1.com/20220524/6663_d2d820f5/index.m3u8
蝴蝶的舌头(西班牙战争片),https://vip1.lz-cdn1.com/20220524/6601_ddc53d54/index.m3u8
浩劫上集1985(法国战争片),https://vip1.lz-cdn1.com/20220524/6595_79d593ed/index.m3u8
浩劫下集1985(法国战争片),https://vip1.lz-cdn1.com/20220524/6598_50501f89/index.m3u8
光荣之路1957(美国战争片),https://vip1.lz-cdn1.com/20220524/6589_5921f9df/index.m3u8
第七颗子弹(苏联战争片),https://vip1.lz-cdn1.com/20220524/6588_907bf21b/index.m3u8
敌后武工队1995(大陆战争片),https://vip1.lz-cdn1.com/20220524/6567_066cb7c5/index.m3u8
下水道1957(波兰战争片),https://vip.lzcdn2.com/20220523/7438_9c0556a6/index.m3u8
伊万的童年(苏联战争片),https://vip.lzcdn2.com/20220523/7431_1e2b07c2/index.m3u8
再见,孩子们(法国战争片),https://vip.lzcdn2.com/20220523/7430_6f3c3367/index.m3u8
羞耻1968(瑞典战争片),https://vip.lzcdn2.com/20220523/7409_726d823e/index.m3u8
雨月物语(日本战争片),https://vip.lzcdn2.com/20220523/7407_4ec67bb0/index.m3u8
兰陵王(大陆战争片),https://vip.lzcdn2.com/20220523/7360_66937286/index.m3u8
日本最长的一天1967(日本战争片),https://vip1.lz-cdn1.com/20220522/6466_ee247f95/index.m3u8
一飞冲天1952(英国战争片),https://vip1.lz-cdn1.com/20220522/6453_9f9b69cf/index.m3u8
日瓦戈医生(美国战争片),https://vip1.lz-cdn1.com/20220522/6428_c34c82ef/index.m3u8
平安夜2002(加拿大战争片),https://vip1.lz-cdn1.com/20220522/6427_0291c156/index.m3u8
狼牙山五壮士(大陆战争片),https://vip1.lz-cdn1.com/20220522/6295_7530346c/index.m3u8
死战传说(日本战争片),https://vip.lzcdn2.com/20220521/7308_b509a523/index.m3u8
昨日之敌(英国战争片),https://vip.lzcdn2.com/20220521/7299_5f6231a8/index.m3u8
宛城之战(大陆战争片),https://vip.lzcdn2.com/20220521/7276_5a114449/index.m3u8
夏日国度(英国战争片),https://vip.lzcdn2.com/20220521/7126_a261f8be/index.m3u8
土地与自由(英国战争片),https://vip.lzcdn2.com/20220521/7135_6b936409/index.m3u8
亨利五世(英国战争片),https://vip.lzcdn2.com/20220521/7182_fa546493/index.m3u8
破晓徂徕山(大陆战争片),https://vip.lzcdn2.com/20220520/7014_8acdbedc/index.m3u8
迫降乌江(大陆战争片),https://vip.lzcdn2.com/20220520/7013_5f0b0761/index.m3u8
现代启示录(美国战争片),https://vip.lzcdn2.com/20220519/6992_3b4a9377/index.m3u8
小兵张嘎1963(大陆战争片),https://vip.lzcdn2.com/20220519/6990_5a3e1044/index.m3u8
血海狂鹰(美国战争片),https://vip.lzcdn2.com/20220519/6988_3540e4e7/index.m3u8
奇袭1960(大陆战争片),https://vip.lzcdn2.com/20220519/6968_6cd65858/index.m3u8
马耳他攻防线(英国战争片),https://vip.lzcdn2.com/20220519/6959_c018772f/index.m3u8
八二三炮战(台湾战争片),https://vip.lzcdn2.com/20220519/6907_b3e9984c/index.m3u8
红粉间谍(英国战争片),https://vip.lzcdn2.com/20220519/6940_4ca4cb20/index.m3u8
高地战(韩国战争片),https://vip.lzcdn2.com/20220519/6900_d0eb853f/index.m3u8
董存瑞(大陆战争片),https://vip.lzcdn2.com/20220519/6938_42314af2/index.m3u8
独立愚连队(日本战争片),https://vip.lzcdn2.com/20220519/6934_4001c385/index.m3u8
怒海争锋(美国战争片),https://vip.lzcdn2.com/20220519/6921_714923c4/index.m3u8
忠勇之家(美国战争片),https://vip.lzcdn2.com/20220519/6865_88b029d0/index.m3u8
血战桥头堡(美国战争片),https://vip.lzcdn2.com/20220519/6857_e1256ac3/index.m3u8
红衣主教上(美国战争片),https://vip.lzcdn2.com/20220519/6809_8964bcd3/index.m3u8
红衣主教下(美国战争片),https://vip.lzcdn2.com/20220519/6813_5448c68c/index.m3u8
大君主(英国战争片),https://vip.lzcdn2.com/20220519/6799_210b150c/index.m3u8
大决战之辽沈战役(大陆战争片),https://vip.lzcdn2.com/20220519/6798_9666d862/index.m3u8
大决战之平津战役(大陆战争片),https://vip1.lz-cdn1.com/20220518/6085_3a77d916/index.m3u8
大决战之淮海战役(大陆战争片),https://vip1.lz-cdn1.com/20220518/6084_d0221890/index.m3u8
战俘计划(俄罗斯战争片),https://vip1.lz-cdn1.com/20220518/6143_54e9d4ac/index.m3u8
笛吹川(日本战争片),https://vip1.lz-cdn1.com/20220518/6072_b8ff4d07/index.m3u8
凡尔登,历史的幻影(法国战争片),https://vip1.lz-cdn1.com/20220518/6062_69c7c92d/index.m3u8
海外特派员(美国战争片),https://vip1.lz-cdn1.com/20220518/6056_b5b1532b/index.m3u8
红军与白军(匈牙利/苏联战争片),https://vip1.lz-cdn1.com/20220518/6052_b7a8f695/index.m3u8
虎！虎！虎！(日本战争片),https://vip1.lz-cdn1.com/20220518/6049_f163a519/index.m3u8
日为吾兄月为吾妹(意大利/英国战争片),https://vip1.lz-cdn1.com/20220518/6028_00f6feac/index.m3u8
奇幻核子战(美国战争片),https://vip1.lz-cdn1.com/20220518/6022_05531f72/index.m3u8
我的归乡路(匈牙利战争片),https://vip1.lz-cdn1.com/20220518/5992_eedf8b0d/index.m3u8
无望的人们(匈牙利战争片),https://vip1.lz-cdn1.com/20220518/5991_db9b8fdd/index.m3u8
碧血蓝勋(英国战争片),https://vip.lzcdn2.com/20220517/6721_7ba1f94f/index.m3u8
白色战争(韩国战争片),https://vip.lzcdn2.com/20220517/6717_33d395fd/index.m3u8
春色一箩筐(美国战争片),https://vip.lzcdn2.com/20220517/6714_d00b5753/index.m3u8
俄宫秘史(英国战争片),https://vip.lzcdn2.com/20220517/6699_2b95b852/index.m3u8
圣女贞德1999(法国战争片),https://vip.lzcdn2.com/20220517/6653_05dcc394/index.m3u8
太白山脉(韩国战争片),https://vip.lzcdn2.com/20220517/6645_911defe9/index.m3u8
我住的房子1957(苏联战争片),https://vip.lzcdn2.com/20220517/6633_9dd44889/index.m3u8
战争的声音(日本战争片),https://vip.lzcdn2.com/20220517/6599_057657c4/index.m3u8
上升1977(苏联战争片),https://vip1.lz-cdn1.com/20220516/5901_4a51828d/index.m3u8
圣女贞德的审判(法国战争片),https://vip1.lz-cdn1.com/20220516/5845_3ac00b40/index.m3u8
上级命令(美国战争片),https://vip1.lz-cdn1.com/20220516/5841_c4eaca51/index.m3u8
战火(意大利战争片),https://vip1.lz-cdn1.com/20220516/5778_fa380fe8/index.m3u8
兵临城下·虎贲(大陆战争片),https://vip1.lz-cdn1.com/20220515/5682_c53093bf/index.m3u8
开罗谍报战(美国战争片),https://vip1.lz-cdn1.com/20220514/5532_0b5bca33/index.m3u8
红巴山(大陆战争片),https://vip1.lz-cdn1.com/20220513/5452_0b933598/index.m3u8
茶缘(大陆战争片),https://vip1.lz-cdn1.com/20220513/5443_a0932598/index.m3u8
我控诉1919(法国战争片),https://vip.lzcdn2.com/20220513/6259_612d518e/index.m3u8
战火实录(英国战争片),https://vip.lzcdn2.com/20220513/6241_44941f52/index.m3u8
他们已不再变老(英国战争片),https://vip1.lz-cdn1.com/20220512/5383_8e47f2fd/index.m3u8
勇者行动(美国战争片),https://vip1.lz-cdn1.com/20220512/5393_7a482964/index.m3u8
美国狙击手(美国战争片),https://vip1.lz-cdn1.com/20220512/5401_65acc99b/index.m3u8
冷山2003(英国战争片),https://vip1.lz-cdn1.com/20220512/5410_f8d51cad/index.m3u8
大地儿女【国语】(香港战争片),https://vip1.lz-cdn1.com/20220512/5344_8e5cc8a4/index.m3u8
秋收起义(大陆战争片),https://vip1.lz-cdn1.com/20220512/5296_a250ff76/index.m3u8
前哨(保加利亚/美国战争片),https://vip.lzcdn2.com/20220511/6192_aafe47fb/index.m3u8
兵临城下(爱尔兰/英国/法国/德国/美国战争片),https://vip.lzcdn2.com/20220511/6204_8f60d2ea/index.m3u8
太阳帝国(美国战争片),https://vip.lzcdn2.com/20220511/6083_dafa85c0/index.m3u8
巴顿将军(美国战争片),https://vip1.lz-cdn1.com/20220510/5219_cd544fcc/index.m3u8
特别有种：致命行动(大陆战争片),https://vip1.lz-cdn1.com/20220510/5192_f13ee0c7/index.m3u8
坚守1200秒(大陆战争片),https://vip1.lz-cdn1.com/20220510/5169_23a15787/index.m3u8
维和冲锋：绝境求生(大陆战争片),https://vip1.lz-cdn1.com/20220510/5200_a5f93873/index.m3u8
捍战(大陆战争片),https://vip1.lz-cdn1.com/20220510/5163_44242d2e/index.m3u8
英雄连2020(大陆战争片),https://vip1.lz-cdn1.com/20220510/5208_ddb14890/index.m3u8
东溪突击(大陆战争片),https://vip1.lz-cdn1.com/20220510/5158_bc0ded71/index.m3u8
旗正飘飘【国语】(香港战争片),https://vip1.lz-cdn1.com/20220510/5091_fd697a89/index.m3u8
黑暗弥漫(战争片),https://vip1.lz-cdn1.com/20220510/5130_0928cbb1/index.m3u8
北斗七星(战争片),https://vip1.lz-cdn1.com/20220510/5038_9522cb30/index.m3u8
大幻影(法国战争片),https://vip1.lz-cdn1.com/20220510/5030_3109a8f8/index.m3u8
金刚川(大陆战争片),https://vip1.lz-cdn1.com/20220509/4941_1d399fb0/index.m3u8
八佰(大陆战争片),https://vip1.lz-cdn1.com/20220509/4926_22768c56/index.m3u8
娜巴特(阿塞拜疆战争片),https://vip.lzcdn2.com/20220509/5994_6764420d/index.m3u8
天狗党(日本战争片),https://vip.lzcdn2.com/20220509/5956_f1711a2a/index.m3u8
红星照耀中国2019(大陆战争片),https://vip.lzcdn2.com/20220509/5909_35aed1de/index.m3u8
红色圩场(大陆战争片),https://vip.lzcdn2.com/20220509/5908_15bb4559/index.m3u8
打过长江去(大陆战争片),https://vip1.lz-cdn1.com/20220508/4715_f08a3030/index.m3u8
浴血反击(大陆战争片),https://vip.lzcdn2.com/20220507/5884_96b34b5c/index.m3u8
小戏骨：洪湖赤卫队(大陆战争片),https://vip1.lz-cdn6.com/20220507/8223_d4ab6995/index.m3u8
解放·终局营救(大陆战争片),https://vip.lzcdn2.com/20220507/5830_06b02ae1/index.m3u8
八子(大陆战争片),https://vip.lzcdn2.com/20220507/5821_2289e425/index.m3u8
法尔什家族(法国战争片),https://vip1.lz-cdn1.com/20220506/4687_469bcfe8/index.m3u8
长岛(大陆战争片),https://vip1.lz-cdn1.com/20220506/4651_717e7edc/index.m3u8
暗剑(大陆战争片),https://vip1.lz-cdn1.com/20220506/4565_bc9fb5a1/index.m3u8
夜之钻(捷克斯洛伐克战争片),https://vip1.lz-cdn1.com/20220506/4513_ab008ca2/index.m3u8
中国蓝盔(大陆战争片),https://vip.lzcdn2.com/20220505/5606_bb75b528/index.m3u8
无问西东(大陆战争片),https://vip.lzcdn2.com/20220505/5545_a04afa65/index.m3u8
出生证明(波兰战争片),https://vip.lzcdn2.com/20220504/5471_23928485/index.m3u8
大地雄狮(美国战争片),https://vip1.lz-cdn1.com/20220504/4379_136bbe39/index.m3u8
红袍与黑幕(美国战争片),https://vip1.lz-cdn1.com/20220504/4459_583d6f3d/index.m3u8
上海陆战队(日本战争片),https://vip1.lz-cdn1.com/20220504/4297_8b0de510/index.m3u8
驯马手莫兰特(澳大利亚战争片),https://vip1.lz-cdn1.com/20220504/4279_8029a194/index.m3u8
遥远的旅程(捷克斯洛伐克战争片),https://vip1.lz-cdn1.com/20220504/4277_96ca9722/index.m3u8
安德烈·卢布廖夫(苏联战争片),https://vip.lzcdn2.com/20220503/5346_9d90e9fb/index.m3u8
白色严冬(挪威/瑞典/法国战争片),https://vip.lzcdn2.com/20220503/5344_b2439657/index.m3u8
血战湘江(大陆战争片),https://vip.lzcdn2.com/20220503/5333_03a1abbe/index.m3u8
娘子军传奇(大陆战争片),https://vip.lzcdn2.com/20220503/5321_031cdd0d/index.m3u8
明月几时有(大陆战争片),https://vip.lzcdn2.com/20220503/5318_fe203c9c/index.m3u8
空天猎(大陆战争片),https://vip.lzcdn2.com/20220503/5309_c7fe6734/index.m3u8
捍卫者2017(大陆战争片),https://vip.lzcdn2.com/20220503/5292_c273967a/index.m3u8
芳华2017(大陆战争片),https://vip.lzcdn2.com/20220503/5274_079e43eb/index.m3u8
坚不可摧(美国战争片),https://vip.lzcdn2.com/20220503/5261_d25b23be/index.m3u8
山丘战魂(英国战争片),https://vip.lzcdn2.com/20220503/5242_72459ad6/index.m3u8
远离人迹(法国战争片),https://vip.lzcdn2.com/20220502/5219_c071c7e7/index.m3u8
决不撤退！(美国战争片),https://vip1.lz-cdn1.com/20220502/4189_cbc9456d/index.m3u8
风雨天池寺(大陆战争片),https://vip1.lz-cdn1.com/20220502/4187_64cbd3d5/index.m3u8
帝国的毁灭(德国/奥地利/意大利战争片),https://vip1.lz-cdn1.com/20220502/4160_ababa5ac/index.m3u8
纳粹特攻队(美国战争片),https://vip1.lz-cdn1.com/20220502/4147_af2da439/index.m3u8
鸟,孤儿和愚人(捷克斯洛伐克/法国战争片),https://vip1.lz-cdn1.com/20220502/4146_ec7501f8/index.m3u8
奇遇1985(美国战争片),https://vip1.lz-cdn1.com/20220502/4139_5b87c7d8/index.m3u8
屠杀令(意大利/法国战争片),https://vip1.lz-cdn1.com/20220502/4087_0a7f586a/index.m3u8
十字军骑士(波兰战争片),https://vip1.lz-cdn1.com/20220502/4063_ff03610a/index.m3u8
斯巴达300勇士(美国战争片),https://vip1.lz-cdn1.com/20220502/4103_6c8262b3/index.m3u8
巴黎战火(法国战争片),https://vip.lzcdn2.com/20220501/5208_2241cbc8/index.m3u8
先锋之那时青春(大陆战争片),https://vip.lzcdn2.com/20220501/5168_b5074035/index.m3u8
战时丈夫(美国战争片),https://vip.lzcdn2.com/20220501/5050_9593e32d/index.m3u8
啊！海军(日本战争片),https://vip1.lz-cdn1.com/20220430/3933_34865bfd/index.m3u8
大会师(大陆战争片),https://vip1.lz-cdn1.com/20220430/3931_e9421a03/index.m3u8
笕桥英烈传(台湾战争片),https://vip1.lz-cdn1.com/20220430/3873_c873d2f0/index.m3u8
鸟人1984(美国战争片),https://vip1.lz-cdn1.com/20220430/3864_5d551201/index.m3u8
三十六小时谍报战(美国战争片),https://vip1.lz-cdn1.com/20220430/3838_4599eeec/index.m3u8
越战创伤(美国战争片),https://vip1.lz-cdn1.com/20220430/3811_f5b84e77/index.m3u8
英烈千秋(台湾战争片),https://vip1.lz-cdn1.com/20220430/3809_9a37ed33/index.m3u8
我的战争(大陆战争片),https://vip1.lz-cdn1.com/20220430/3771_feb15318/index.m3u8
特种兵王(大陆战争片),https://vip1.lz-cdn1.com/20220430/3765_5ffbab94/index.m3u8
惩罚公园(美国战争片),https://vip1.lz-cdn1.com/20220430/3736_267142a6/index.m3u8
法兰西组曲(英国战争片),https://vip.lzcdn2.com/20220429/4934_442ce68e/index.m3u8
黑鹰坠落(美国战争片),https://vip.lzcdn2.com/20220429/4919_c09d9400/index.m3u8
收件人不详(韩国战争片),https://vip.lzcdn2.com/20220429/4905_f0ea31a0/index.m3u8
全金属外壳(英国战争片),https://vip.lzcdn2.com/20220429/4874_4120d1bd/index.m3u8
无境之兽(美国战争片),https://vip.lzcdn2.com/20220429/4869_b9fda1f5/index.m3u8
野火2014(日本战争片),https://vip.lzcdn2.com/20220429/4836_9cff525b/index.m3u8
英雄小八路(大陆战争片),https://vip.lzcdn2.com/20220429/4834_fbaec133/index.m3u8
战争的秘密(荷兰/比利时/卢森堡战争片),https://vip.lzcdn2.com/20220429/4823_e2e75171/index.m3u8
奇袭胡家台(大陆战争片),https://vip1.lz-cdn1.com/20220428/3670_93479e7d/index.m3u8
战火中的芭蕾(大陆战争片),https://vip1.lz-cdn1.com/20220428/3710_d759e80a/index.m3u8
华沙起义2001(美国战争片),https://vip1.lz-cdn1.com/20220428/3733_7d1bfd84/index.m3u8
湖杀令(大陆战争片),https://vip1.lz-cdn1.com/20220428/3572_fe19f387/index.m3u8
血战台儿庄(大陆战争片),https://vip1.lz-cdn1.com/20220428/3526_33403e00/index.m3u8
诱狼(大陆战争片),https://vip.lzcdn2.com/20220427/4816_7e584742/index.m3u8
坚韧的刺刀(美国战争片),https://vip.lzcdn2.com/20220427/4808_8a177a68/index.m3u8
百团大战(大陆战争片),https://vip.lzcdn2.com/20220427/4704_2fda3bba/index.m3u8
红云岗(大陆战争片),https://vip.lzcdn2.com/20220427/4624_db29f06a/index.m3u8
雷场相思树(大陆战争片),https://vip.lzcdn2.com/20220427/4618_b31a0190/index.m3u8
南征北战1952(大陆战争片),https://vip.lzcdn2.com/20220427/4611_c3aa319d/index.m3u8
