

移动超清,#genre#
体育频道|Astro Beinsports 2,https://pixman.mytvsuper.com.mp/Smart.php?id=Astrobein2
体育频道|Astro Beinsports 3,https://pixman.mytvsuper.com.mp/Smart.php?id=Astrobein3
新闻,genre
新闻频道|Skynews,https://pixman.mytvsuper.com.mp/Smart.php?id=skynews_twn
新闻频道|ABC News,https://pixman.mytvsuper.com.mp/Smart.php?id=abcnews_glo
新闻频道|东森财经新闻 ETTV Business,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvcaijing_twn
新闻频道|CBS HD,https://pixman.mytvsuper.com.mp/Smart.php?id=cbshd_glo
新闻频道|CBSN HD,https://pixman.mytvsuper.com.mp/Smart.php?id=cbsn_glo
新闻频道|France 24,https://pixman.mytvsuper.com.mp/Smart.php?id=france24_twn
新闻频道|DW (Deutsch),https://pixman.mytvsuper.com.mp/Smart.php?id=dw_twn
新闻频道|NHK World,https://pixman.mytvsuper.com.mp/Smart.php?id=nhkworld_japan
新闻频道|Fox News,https://pixman.mytvsuper.com.mp/Smart.php?id=foxnews_twn
新闻频道|CGTN,https://pixman.mytvsuper.com.mp/Smart.php?id=CGTN
新闻频道|CNN International,https://pixman.mytvsuper.com.mp/Smart.php?id=Cnn
新闻频道|CNN backup,https://pixman.mytvsuper.com.mp/Smart.php?id=cnn_twn
新闻频道|CNBC,https://pixman.mytvsuper.com.mp/Smart.php?id=cnbc_twn
新闻频道|CNA,https://pixman.mytvsuper.com.mp/Smart.php?id=cna
新闻频道|BBC World News,https://pixman.mytvsuper.com.mp/Smart.php?id=bbcnews_twn#https://pixman.mytvsuper.com.mp/Smart.php?id=Bbcnews
新闻频道|Bloomberg News,https://pixman.mytvsuper.com.mp/Smart.php?id=bloomberg_twn
新闻频道|Al-Jazeera,https://pixman.mytvsuper.com.mp/Smart.php?id=aljazeera_twn
儿童,genre
儿童频道|Baby TV Eng,https://pixman.mytvsuper.com.mp/Smart.php?id=Babytv
儿童频道|CBeebies,https://pixman.mytvsuper.com.mp/Smart.php?id=Cbeebies
儿童频道|Kids TV,https://pixman.mytvsuper.com.mp/Smart.php?id=KidsTV
儿童频道|Momo TV,https://pixman.mytvsuper.com.mp/Smart.php?id=momo1_twn
儿童频道|Animax,https://pixman.mytvsuper.com.mp/Smart.php?id=Animax
儿童频道|Baby TV,https://pixman.mytvsuper.com.mp/Smart.php?id=babytv_twn
儿童频道|MiaoMi,https://pixman.mytvsuper.com.mp/Smart.php?id=MiaoMi
儿童频道|靖天卡通台,https://pixman.mytvsuper.com.mp/Smart.php?id=jingtiancartoon_twn
儿童频道|东森幼幼 Yoyo TV,https://pixman.mytvsuper.com.mp/Smart.php?id=yoyo_twn
儿童频道|Cartoon Network,https://pixman.mytvsuper.com.mp/Smart.php?id=Cn
儿童频道|Nickelodeon,https://pixman.mytvsuper.com.mp/Smart.php?id=Nickelodeon
儿童频道|Nick Jr,https://pixman.mytvsuper.com.mp/Smart.php?id=Nickjr
纪录,genre
纪录频道|Natgeo_HD,https://pixman.mytvsuper.com.mp/Smart.php?id=natgeohd_twn
纪录频道|NatGeo_Wild HD,https://pixman.mytvsuper.com.mp/Smart.php?id=natgeowild_twn
纪录频道|Animal_Planet,https://pixman.mytvsuper.com.mp/Smart.php?id=animalplanet_twn
纪录频道|Discovery Asia,https://pixman.mytvsuper.com.mp/Smart.php?id=discoverytwn_twn
纪录频道|CI,https://pixman.mytvsuper.com.mp/Smart.php?id=ci_twn
纪录频道|Asia Travel,https://pixman.mytvsuper.com.mp/Smart.php?id=asiatravel_twn
纪录频道|Discovery HD,https://pixman.mytvsuper.com.mp/Smart.php?id=discoveryhd_twn
纪录频道|亚洲美食,https://pixman.mytvsuper.com.mp/Smart.php?id=afc_twn
纪录频道|美食星球,https://pixman.mytvsuper.com.mp/Smart.php?id=foodplanet_twn
纪录频道|亚洲旅游 TLC Asia,https://pixman.mytvsuper.com.mp/Smart.php?id=tlc_twn
纪录频道|NatGeo HD,https://pixman.mytvsuper.com.mp/Smart.php?id=Natgeo
纪录频道|Fashion TV,https://pixman.mytvsuper.com.mp/Smart.php?id=fashiontv_twn
纪录频道|History,https://pixman.mytvsuper.com.mp/Smart.php?id=History
纪录频道|BBC Earth HD,https://pixman.mytvsuper.com.mp/Smart.php?id=bbcearth_twn
纪录频道|BBC Earth Lifestyle,https://pixman.mytvsuper.com.mp/Smart.php?id=bbclifestyle_twn
纪录频道|MTV Live,https://pixman.mytvsuper.com.mp/Smart.php?id=mtvhd_twn
纪录频道|NatGeo Wild HD,https://pixman.mytvsuper.com.mp/Smart.php?id=Natgeowild
纪录频道|Animal Planet (Eng),https://pixman.mytvsuper.com.mp/Smart.php?id=AnimalPlanet
纪录频道|TLC,https://pixman.mytvsuper.com.mp/Smart.php?id=Tlc
纪录频道|Foodnetwork Hd,https://pixman.mytvsuper.com.mp/Smart.php?id=Foodnetwork
纪录频道|HGTV,https://pixman.mytvsuper.com.mp/Smart.php?id=HGTV
纪录频道|AFC 亚洲旅游台,https://pixman.mytvsuper.com.mp/Smart.php?id=asiatravel_twn
新加坡,genre
新加坡|Channel 5,https://pixman.mytvsuper.com.mp/Smart.php?id=Channel5HD
新加坡|Channel 8,https://pixman.mytvsuper.com.mp/Smart.php?id=Channel8HD
新加坡|Suria,https://pixman.mytvsuper.com.mp/Smart.php?id=Suria
新加坡|Channel U,https://pixman.mytvsuper.com.mp/Smart.php?id=ChannelU
新加坡|Vasantham,https://pixman.mytvsuper.com.mp/Smart.php?id=Vasantham
新加坡|CNA,https://pixman.mytvsuper.com.mp/Smart.php?id=cna
新加坡|CNA backup,https://pixman.mytvsuper.com.mp/Smart.php?id=cna_twn
新加坡|MeWatch Ch 5,https://pixman.mytvsuper.com.mp/Smart.php?id=Mewatch_ch5
新加坡|MeWatch Ch 8,https://pixman.mytvsuper.com.mp/Smart.php?id=Mewatch_ch8
新加坡|MeWatch Ch U,https://pixman.mytvsuper.com.mp/Smart.php?id=Mewatch_chU
新加坡|MeWatch Suria,https://pixman.mytvsuper.com.mp/Smart.php?id=Mewatch_Suria
新加坡|MeWatch Vasantham,https://pixman.mytvsuper.com.mp/Smart.php?id=Mewatch_Vasantham
新加坡|MeWatch CNA,https://pixman.mytvsuper.com.mp/Smart.php?id=Mewatch_cna
马来,genre
马来西亚|TV1,https://pixman.mytvsuper.com.mp/Smart.php?id=TV1
马来西亚|TV1 backup,https://pixman.mytvsuper.com.mp/Smart.php?id=TV1_backup
马来西亚|TV2,https://pixman.mytvsuper.com.mp/Smart.php?id=TV2
马来西亚|TV3,https://pixman.mytvsuper.com.mp/Smart.php?id=TV3
马来西亚|TV3 SD,https://pixman.mytvsuper.com.mp/Smart.php?id=TV3_mega
马来西亚|NTV7,https://pixman.mytvsuper.com.mp/Smart.php?id=NTV7
马来西亚|TV8,https://pixman.mytvsuper.com.mp/Smart.php?id=TV8
马来西亚|TV9,https://pixman.mytvsuper.com.mp/Smart.php?id=TV9
马来西亚|Ria,https://pixman.mytvsuper.com.mp/Smart.php?id=Ria
马来西亚|Ria-3,https://pixman.mytvsuper.com.mp/Smart.php?id=Ria_backup
马来西亚|Al-Hijrah,https://pixman.mytvsuper.com.mp/Smart.php?id=Alhijrah
马来西亚|Al-Hijrah backup,https://pixman.mytvsuper.com.mp/Smart.php?id=Alhijrah_backup
马来西亚|Awani,https://pixman.mytvsuper.com.mp/Smart.php?id=Awani
马来西亚|Bernama,https://pixman.mytvsuper.com.mp/Smart.php?id=Bernama
马来西亚|Prima,https://pixman.mytvsuper.com.mp/Smart.php?id=Prima
马来西亚|Prima backup,https://pixman.mytvsuper.com.mp/Smart.php?id=AAprima1
马来西亚|Prima backup 2,https://pixman.mytvsuper.com.mp/Smart.php?id=AAprima
马来西亚|Ceria,https://pixman.mytvsuper.com.mp/Smart.php?id=Ceria
马来西亚|Astro MTV,https://pixman.mytvsuper.com.mp/Smart.php?id=AstroMTV
马来西亚|Mecca Live HD,https://pixman.mytvsuper.com.mp/Smart.php?id=quran_mido
马来西亚|Madinah HD,https://pixman.mytvsuper.com.mp/Smart.php?id=sunnah_mido
马来西亚|Oasis,https://pixman.mytvsuper.com.mp/Smart.php?id=Oasis
马来西亚|HBO HD,https://pixman.mytvsuper.com.mp/Smart.php?id=Hbo
马来西亚|HBO Signature,https://pixman.mytvsuper.com.mp/Smart.php?id=Hbosignature
马来西亚|HBO Hits,https://pixman.mytvsuper.com.mp/Smart.php?id=Hbohitshd
马来西亚|NatGeo Wild HD,https://pixman.mytvsuper.com.mp/Smart.php?id=Natgeowild
马来西亚|Cartoon Network,https://pixman.mytvsuper.com.mp/Smart.php?id=Cn
马来西亚|Nickelodeon,https://pixman.mytvsuper.com.mp/Smart.php?id=Nickelodeon
马来西亚|Nick Jr,https://pixman.mytvsuper.com.mp/Smart.php?id=Nickjr
马来西亚|Dreamworks,https://pixman.mytvsuper.com.mp/Smart.php?id=Dreamworks
马来西亚|Siar,https://pixman.mytvsuper.com.mp/Smart.php?id=Siar
马来西亚|Citra,https://pixman.mytvsuper.com.mp/Smart.php?id=AAcitra
马来西亚|Citra backup,https://pixman.mytvsuper.com.mp/Smart.php?id=AAcitra1
马来西亚|Sensasi,https://pixman.mytvsuper.com.mp/Smart.php?id=Sensasi
马来西亚|Aura,https://pixman.mytvsuper.com.mp/Smart.php?id=Aura
马来西亚|Rania,https://pixman.mytvsuper.com.mp/Smart.php?id=Rania
马来西亚|KBS World,https://pixman.mytvsuper.com.mp/Smart.php?id=KBS
马来西亚|Boo,https://pixman.mytvsuper.com.mp/Smart.php?id=Boo
马来西亚|Awesome TV,https://pixman.mytvsuper.com.mp/Smart.php?id=Dsangat
马来西亚|Astro Sonypix,https://pixman.mytvsuper.com.mp/Smart.php?id=Asonypix
马来西亚|Sony HD,https://pixman.mytvsuper.com.mp/Smart.php?id=SetOne
马来西亚|TvN,https://pixman.mytvsuper.com.mp/Smart.php?id=TVN
马来西亚|AEC,https://pixman.mytvsuper.com.mp/Smart.php?id=AEC
马来西亚|华丽台 HD （Wah Lai Toi）,https://pixman.mytvsuper.com.mp/Smart.php?id=Wlt
马来西亚|欢喜台 HD （Hua Hee Tai）,https://pixman.mytvsuper.com.mp/Smart.php?id=Huahee
马来西亚|Astro QJ,https://pixman.mytvsuper.com.mp/Smart.php?id=Quanjia
马来西亚|TVB Jade,https://pixman.mytvsuper.com.mp/Smart.php?id=Tvbjade
马来西亚|TVB Asia,https://pixman.mytvsuper.com.mp/Smart.php?id=Tvbasia
马来西亚|TVB Entertainment,https://pixman.mytvsuper.com.mp/Smart.php?id=Tvbentertainment
马来西亚|TVB Classic,https://pixman.mytvsuper.com.mp/Smart.php?id=Tvbclassic
马来西亚|AOD,https://pixman.mytvsuper.com.mp/Smart.php?id=Aodhd
马来西亚|One,https://pixman.mytvsuper.com.mp/Smart.php?id=One
马来西亚|TVB 星河台 Xing He,https://pixman.mytvsuper.com.mp/Smart.php?id=Xinhe
马来西亚|爱奇艺 iQiyi,https://pixman.mytvsuper.com.mp/Smart.php?id=Qiyi
马来西亚|Animal Planet (Eng),https://pixman.mytvsuper.com.mp/Smart.php?id=AnimalPlanet
马来西亚|tvN Movie,https://pixman.mytvsuper.com.mp/Smart.php?id=Tvnmovie
马来西亚|CNN backup,https://pixman.mytvsuper.com.mp/Smart.php?id=cnn_twn
马来西亚|Celestial Classic,https://pixman.mytvsuper.com.mp/Smart.php?id=Celestial2
马来西亚|CNBC,https://pixman.mytvsuper.com.mp/Smart.php?id=cnbc_twn
马来西亚|TLC,https://pixman.mytvsuper.com.mp/Smart.php?id=Tlc
马来西亚|CNA,https://pixman.mytvsuper.com.mp/Smart.php?id=cna
马来西亚|BBC World News,https://pixman.mytvsuper.com.mp/Smart.php?id=bbcnews_twn
马来西亚|Foodnetwork Hd,https://pixman.mytvsuper.com.mp/Smart.php?id=Foodnetwork
马来西亚|HGTV,https://pixman.mytvsuper.com.mp/Smart.php?id=HGTV
马来西亚|Goshop,https://pixman.mytvsuper.com.mp/Smart.php?id=Goshop
马来西亚|Celestial Movies HD,https://pixman.mytvsuper.com.mp/Smart.php?id=Celestial
马来西亚|Axn HD,https://pixman.mytvsuper.com.mp/Smart.php?id=Axn
马来西亚|Paramount Network,https://pixman.mytvsuper.com.mp/Smart.php?id=Paramountnetwork
马来西亚|Astrol Kplus,https://pixman.mytvsuper.com.mp/Smart.php?id=Kplus
马来西亚|AFC 亚洲旅游台,https://pixman.mytvsuper.com.mp/Smart.php?id=asiatravel_twn
马来西亚|Rock Actions,https://pixman.mytvsuper.com.mp/Smart.php?id=Rockaction
马来西亚|Bloomberg News,https://pixman.mytvsuper.com.mp/Smart.php?id=bloomberg_twn
马来西亚|Al-Jazeera,https://pixman.mytvsuper.com.mp/Smart.php?id=aljazeera_twn
马来西亚|Rock Entertainment,https://pixman.mytvsuper.com.mp/Smart.php?id=Rockentertain
马来西亚|RTM Sports HD,https://pixman.mytvsuper.com.mp/Smart.php?id=Rtmsport
马来西亚|Arena,https://pixman.mytvsuper.com.mp/Smart.php?id=Arena
马来西亚|Arena 2,https://pixman.mytvsuper.com.mp/Smart.php?id=Arena2
马来西亚|BolaArena 1,https://pixman.mytvsuper.com.mp/Smart.php?id=Bolaarena1
马来西亚|BolaArena 2,https://pixman.mytvsuper.com.mp/Smart.php?id=Bolaarena2
马来西亚|Astro LOL,https://pixman.mytvsuper.com.mp/Smart.php?id=Astro_lol
马来西亚|Astro Rusi,https://pixman.mytvsuper.com.mp/Smart.php?id=Rusi
马来西亚|WION,https://pixman.mytvsuper.com.mp/Smart.php?id=Wion
马来西亚|RTM Asean,https://pixman.mytvsuper.com.mp/Smart.php?id=Rtmasean

港台备用,#genre#
凤凰中文台,http://j.s.bkpcp.top/js/fhzw#http://m.061899.xyz/mg/fhzw#http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯台,http://j.s.bkpcp.top/js/fhzx#http://m.061899.xyz/mg/fhzx#http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港台,http://j.s.bkpcp.top/js/fhxg#http://m.061899.xyz/mg/fhhk#http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
无线翡翠台,http://j.s.bkpcp.top/js/fct#http://tl.061833.xyz/tl/null
美亚电影台HK,http://tl.061833.xyz/tl/null-5#http://j.s.bkpcp.top/js/enmydy#http://j.s.bkpcp.top/js/cnmydy
PopC电影台,http://tl.061833.xyz/tl/popc#http://j.s.bkpcp.top/js/popc
NOW爆谷台,http://j.s.bkpcp.top/js/nowbgt#http://j.s.bkpcp.top/jj/13002
NOW星影台,http://j.s.bkpcp.top/js/nowxyt#http://j.s.bkpcp.top/jj/13003
Now華劇台,http://j.s.bkpcp.top/js/nowhjt1
Now劇集台,http://j.s.bkpcp.top/js/nowjjt
Now紫金台,http://j.s.bkpcp.top/js/nowzjt
TVB生活台,http://j.s.bkpcp.top/js/tvbsht
HUP娱家台,http://j.s.bkpcp.top/js/yjt
HUP都会台,http://j.s.bkpcp.top/js/dht
TVB星河(国),http://j.s.bkpcp.top/js/tvbxhpdg
好莱坞电影,http://61.216.11.93:49981/stream/channelid/286389561.m3u8#http://61.216.11.93:49981/stream/channelid/286389561?profile=webtv-h264-aac-mpegts
纬来电影台,http://61.216.11.93:49981/stream/channelid/1914405885.m3u8
CINEMAX电影台,http://61.216.11.93:49981/stream/channelid/207378916.m3u8#http://61.216.11.93:49981/stream/channelid/1222093986.m3u8
民视,http://61.216.11.93:49981/stream/channelid/1736257299?profile=webtv-h264-aac-mpegts#http://1.165.33.250:9080/hls/twmst.m3u8
大爱,http://61.216.11.93:49981/stream/channelid/1572016406?profile=webtv-h264-aac-mpegts
TLC旅游,http://61.216.11.93:49981/stream/channelid/458490002?profile=webtv-h264-aac-mpegts
动物星球,http://61.216.11.93:49981/stream/channelid/1348882571?profile=webtv-h264-aac-mpegts
东森超视,http://61.216.11.93:49981/stream/channelid/1026178460?profile=webtv-h264-aac-mpegts#http://61.216.11.93:49981/stream/channelid/1026178460.m3u8
东森新闻,http://61.216.11.93:49981/stream/channelid/1254660478?profile=webtv-h264-aac-mpegts#http://1.165.33.250:9080/hls/twdsxw.m3u8
纬来综合,http://61.216.11.93:49981/stream/channelid/106481234?profile=webtv-h264-aac-mpegts
中天综合,http://61.216.11.93:49981/stream/channelid/1140193239?profile=webtv-h264-aac-mpegts
年代综合,http://61.216.11.93:49981/stream/channelid/644357774?profile=webtv-h264-aac-mpegts
纬来电影,http://61.216.11.93:49981/stream/channelid/1914405885?profile=webtv-h264-aac-mpegts
MAX电影,http://61.216.11.93:49981/stream/channelid/207378916?profile=webtv-h264-aac-mpegts
纬来体育,http://61.216.11.93:49981/stream/channelid/1043018929?profile=webtv-h264-aac-mpegts
ELEVEN 体育,http://61.216.11.93:49981/stream/channelid/1943512210?profile=webtv-h264-aac-mpegts
东森财经,http://1.165.33.250:9080/hls/dscjxw.m3u8
华视新闻,http://1.165.33.250:9080/hls/hsxwt.m3u8
寰宇新闻,http://1.165.33.250:9080/hls/hyxwt.m3u8
寰宇新闻台湾,http://1.165.33.250:9080/hls/hyxwttw.m3u8
民视台湾,http://1.165.33.250:9080/hls/mstwt.m3u8
民视新闻,http://1.165.33.250:9080/hls/msxwt.m3u8
民视综艺,http://1.165.33.250:9080/hls/mszyt.m3u8
三立新闻,http://1.165.33.250:9080/hls/slxwt.m3u8
三立综合,http://1.165.33.250:9080/hls/slzht.m3u8
tvbs新闻,http://1.165.33.250:9080/hls/tvbsxwt.m3u8
华视,http://1.165.33.250:9080/hls/twhst.m3u8
民视第一,http://1.165.33.250:9080/hls/twmsdyt.m3u8
中视新闻,http://1.165.33.250:9080/hls/twzst.m3u8#http://1.165.33.250:9080/hls/twzsxw.m3u8
中天新闻,http://1.165.33.250:9080/hls/ztxwt.m3u8
中天亚洲,http://1.165.33.250:9080/hls/ztyzt.m3u8
台湾+,http://j.s.bkpcp.top/js/cmp
无线新闻,http://cdn6.bkpcp.top/tvb/tvb.php?id=2
亞洲劇台,http://tl.061833.xyz/tl/null-13
千禧經典台,http://tl.061833.xyz/tl/null-3
天映经典,http://tl.061833.xyz/tl/null-1
无线戲曲台,http://tl.061833.xyz/tl/null-15
无线明珠台,http://tl.061833.xyz/tl/null-12
无线功夫台,http://tl.061833.xyz/tl/null-17
无线粵語台,http://tl.061833.xyz/tl/null-10
无线华语台,http://tl.061833.xyz/tl/null-4
无线EYT,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVTURJenlSZGtOVWg3M1RLell0c3dpVQ%3D%3D
无线识食,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVTVZya2NzT3ZCRlFWY0dJYUxGWEhHcA%3D%3D
无线识叹,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVT3E1U0lSN1ZKcWtHdVowZFFzRFNjWQ%3D%3D
无线金曲,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVTmVCNTdEWnF1RFpvNUYxMjlxR0ZaVA%3D%3D
无线音乐,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVUEFDVU9pZnNOUGVxejhCUjh0THFJVQ%3D%3D
无线剧场,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVUFpVUnQrVE5UMVdDVzFQMTNrZklBdA%3D%3D
无线煲剧,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVT3FTTXJnQmE4YS9HNUFuZzgvdnZZQg%3D%3D
无线话当年限,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVTXd1Wk1iYXR6ZGJlUDIyR25DeFRwUA%3D%3D
无线体育,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVTVcwcjdsOWkzYTVUcFVlbStTaERrbA%3D%3D
有线18,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVUFpCZ01jcjI2eTNOYXdENXV4bW1Pcg%3D%3D
28AI赛马,https://feiyang.wangdu.site/decrypt_m3u.php?url=TUhxRDJMSExXbG16WC9sTlZpRkN3R0wxVlZEVVRmcUgvWHNoQ0o3eGtVTVU4TUJkTCtXRTdwSTR2em9zKy9hYQ%3D%3D
黄金翡翠台,http://tl.061833.xyz/tl/null-2
黄金华剧台,http://tl.061833.xyz/tl/null-9
台湾民视,http://61.216.11.93:49981/stream/channelid/1736257299.m3u8
年代综合台,http://61.216.11.93:49981/stream/channelid/644357774.m3u8
纬来综合台,http://61.216.11.93:49981/stream/channelid/106481234.m3u8
NHK日本,http://61.216.11.93:49981/stream/channelid/797583403.m3u8
CNN新闻,http://61.216.11.93:49981/stream/channelid/881277234.m3u8

电信数字,#genre#
中国天气,http://nas.home.plugintool.top:2333/udp/239.76.253.61:9000
凤凰中文,http://nas.home.plugintool.top:2333/udp/239.76.253.134:9000
凤凰资讯,http://nas.home.plugintool.top:2333/udp/239.76.253.135:9000
CHC家庭影院,http://nas.home.plugintool.top:2333/udp/239.76.252.241:9000
CHC影迷电影,http://nas.home.plugintool.top:2333/udp/239.76.252.242:9000
CHC动作电影,http://nas.home.plugintool.top:2333/udp/239.76.252.243:9000
CCTV第一剧场,http://nas.home.plugintool.top:2333/udp/239.76.254.49:9000#http://183.236.43.98:4111/udp/239.253.43.15:5146
CCTV风云剧场,http://nas.home.plugintool.top:2333/udp/239.76.254.50:9000#http://183.236.43.98:4111/udp/239.253.43.16:5146
CCTV怀旧剧场,http://nas.home.plugintool.top:2333/udp/239.76.254.53:9000#http://183.236.43.98:4111/udp/239.253.43.5:5146
CCTV电视指南,http://nas.home.plugintool.top:2333/udp/239.76.254.61:9000#http://183.236.43.98:4111/udp/239.253.43.10:5146
CCTV世界地理,http://nas.home.plugintool.top:2333/udp/239.76.254.57:9000#http://183.236.43.98:4111/udp/239.253.43.7:5146
CCTV兵器科技,http://nas.home.plugintool.top:2333/udp/239.76.254.59:9000#http://183.236.43.98:4111/udp/239.253.43.9:5146
CCTV央视台球,http://nas.home.plugintool.top:2333/udp/239.76.254.58:9000#http://183.236.43.98:4111/udp/239.253.43.11:5146
CCTV文化精品,http://nas.home.plugintool.top:2333/udp/239.76.254.56:9000#http://183.236.43.98:4111/udp/239.253.43.13:5146
CCTV女性时尚,http://nas.home.plugintool.top:2333/udp/239.76.254.55:9000#http://183.236.43.98:4111/udp/239.253.43.8:5146
CCTV风云足球,http://nas.home.plugintool.top:2333/udp/239.76.254.52:9000#http://183.236.43.98:4111/udp/239.253.43.14:5146
CCTV风云音乐,http://nas.home.plugintool.top:2333/udp/239.76.254.51:9000#http://183.236.43.98:4111/udp/239.253.43.6:5146
CCTV高尔夫网球,http://nas.home.plugintool.top:2333/udp/239.76.254.62:9000#http://183.236.43.98:4111/udp/239.253.43.12:5146
纪实科教,http://nas.home.plugintool.top:2333/udp/239.76.254.65:9000
欢笑剧场,http://nas.home.plugintool.top:2333/udp/239.76.254.66:9000
东方财经,http://nas.home.plugintool.top:2333/udp/239.76.254.69:9000
乐游频道,http://nas.home.plugintool.top:2333/udp/239.76.254.68:9000
动漫秀场,http://nas.home.plugintool.top:2333/udp/239.76.254.70:9000
法治天地,http://nas.home.plugintool.top:2333/udp/239.76.254.67:9000
游戏风云,http://nas.home.plugintool.top:2333/udp/239.76.254.71:9000
生活时尚,http://nas.home.plugintool.top:2333/udp/239.76.254.73:9000
都市剧场,http://nas.home.plugintool.top:2333/udp/239.76.254.74:9000
金色学堂,http://nas.home.plugintool.top:2333/udp/239.76.254.75:9000
梨园频道,http://nas.home.plugintool.top:2333/udp/239.76.252.179:9000
文物宝库,http://nas.home.plugintool.top:2333/udp/239.76.252.180:9000
武术世界,http://nas.home.plugintool.top:2333/udp/239.76.252.181:9000
魅力足球,http://nas.home.plugintool.top:2333/udp/239.76.254.72:9000
天元围棋,http://nas.home.plugintool.top:2333/udp/239.76.253.2:9000

移动数字,#genre#
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
CHC高清电影,https://cqcb.iptv.darwinchow.com/chcgqdyHD#http://120.196.235.42:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,https://cqcb.iptv.darwinchow.com/chcdzdyHD
CHC家庭影院,https://cqcb.iptv.darwinchow.com/chcjtyyHD
动作电影,https://feiyang.wangdu.site/decrypt_m3u.php?url=QlN1ZWMxYURwQW5VOThlZjZHTWwzdklpbnlsMTlPOWJjcDhkcTd2eVdoaVlyaU9rNXYxZEhYK0FLZjg5L0JOMA%3D%3D#http://39.135.32.24:6610/PLTV/77777777/224/3221225703/index.m3u8?servicetype=1&IASHttpSessionId=OTT
爱情喜剧,https://feiyang.wangdu.site/decrypt_m3u.php?url=QlN1ZWMxYURwQW5VOThlZjZHTWwzdklpbnlsMTlPOWJjcDhkcTd2eVdoaHpUN2tKRW1hOUQxakRXdkFEQm5KVw%3D%3D#https://fenghuang.tv12.xyz/123.m3u8
惊辣悬疑,https://feiyang.wangdu.site/decrypt_m3u.php?url=QlN1ZWMxYURwQW5VOThlZjZHTWwzdklpbnlsMTlPOWJjcDhkcTd2eVdoaHRZS29vamdLZEpVYjRUZDhzM1ZOaw%3D%3D
东北热剧,https://feiyang.wangdu.site/decrypt_m3u.php?url=QlN1ZWMxYURwQW5VOThlZjZHTWwzdklpbnlsMTlPOWJjcDhkcTd2eVdoalEwd3JXSlREN3Uzcm9KU1VMQXlXeg%3D%3D
欢乐剧场,https://feiyang.wangdu.site/decrypt_m3u.php?url=QlN1ZWMxYURwQW5VOThlZjZHTWwzdklpbnlsMTlPOWJjcDhkcTd2eVdoaU1TT1RMZ1ZUNVhDSDhsUWpXRHA1eg%3D%3D#http://39.135.32.24:6610/PLTV/77777777/224/3221226049/index.m3u8?servicetype=1&IASHttpSessionId=OTT
精品大剧,https://feiyang.wangdu.site/decrypt_m3u.php?url=QlN1ZWMxYURwQW5VOThlZjZHTWwzckkyOGUyS2ZVTlM5TFBjVGhNYXpTS3UyMmJObEdEVlN4dzFhdlcyZkJBZQ%3D%3D#https://fenghuang.tv12.xyz/124.m3u8#http://39.135.32.24:6610/PLTV/77777777/224/3221225737/index.m3u8?servicetype=1&IASHttpSessionId=OTT
古装剧场,https://feiyang.wangdu.site/decrypt_m3u.php?url=QlN1ZWMxYURwQW5VOThlZjZHTWwzckkyOGUyS2ZVTlM5TFBjVGhNYXpTSVltTkprMDZsUnFSczZKd3BiajZ0OQ%3D%3D#https://fenghuang.tv12.xyz/116.m3u8#http://39.135.32.24:6610/PLTV/77777777/224/3221225706/index.m3u8?servicetype=1&IASHttpSessionId=OTT
