抖音K歌,#genre#
泉州永春融媒,webview://https://web.guangdianyun.tv/tv/1792?uin=2311
漳州1套,webview://http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
龙岩综合,webview://http://stream.lytv.net.cn/2/playlist.m3u8
晋江电视台,webview://http://www.jinjiang.tv/live/
宁德新闻综合,webview://http://share.nddst.com/?_hgOutLink=live/livedetail&channel_id=41
宁德新闻综合,webview://http://share.nddst.com/?_hgOutLink=live/livedetail&channel_id=42



🐼湖南ID27,#genre#

湖南爱晚,http://p2.vzan.com/527645544/149039617847513156/live.m3u8

湖南经视,http://tvbox6.icu/tv/mgtv.php?id=280$「芒果TV」
湖南电影,http://tvbox6.icu/tv/mgtv.php?id=221$「芒果TV」
湖南都市,http://tvbox6.icu/tv/mgtv.php?id=346$「芒果TV」
湖南电视剧,http://tvbox6.icu/tv/mgtv.php?id=484$「芒果TV」
湖南爱晚,http://tvbox6.icu/tv/mgtv.php?id=261$「芒果TV」
湖南国际,http://tvbox6.icu/tv/mgtv.php?id=229$「芒果TV」
湖南娱乐,http://tvbox6.icu/tv/mgtv.php?id=344$「芒果TV」
快乐购,http://tvbox6.icu/tv/mgtv.php?id=267$「芒果TV」
茶频道,http://tvbox6.icu/tv/mgtv.php?id=578$「芒果TV」
金鹰纪实,http://tvbox6.icu/tv/mgtv.php?id=316$「芒果TV」
金鹰卡通,http://tvbox6.icu/tv/mgtv.php?id=287$「芒果TV」
快乐垂钓,http://tvbox6.icu/tv/mgtv.php?id=218$「芒果TV」
先锋乒羽,http://tvbox6.icu/tv/mgtv.php?id=329$「芒果TV」
长沙新闻,http://tvbox6.icu/tv/mgtv.php?id=269$「芒果TV」
长沙政法,http://tvbox6.icu/tv/mgtv.php?id=254$「芒果TV」
长沙女性,http://tvbox6.icu/tv/mgtv.php?id=230$「芒果TV」


长沙县新闻综合,http://xsds.b.dingtoo.com/AppName/StreamName.m3u8
茶陵新闻综合,http://liveplay-nanyue.rednet.cn/live/chaling-telev.m3u8
攸县电视台,http://liveplay-srs.voc.com.cn/hls/tv/158_423c80.m3u8
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
韶山综合,http://liveplay-nanyue.rednet.cn/live/shaoshan-tv.m3u8
湘潭县电视台,http://liveplay-nanyue.rednet.cn/live/xiangtanxian_tv.m3u8
衡东电视台,http://liveplay-srs.voc.com.cn/hls/tv/180_60f888.m3u8
衡阳县电视台,http://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
耒阳电视台,http://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8
南岳电视台,http://liveplay-nanyue.rednet.cn/live/nanyue_03f74.m3u8
城步电视台,http://liveplay-srs.voc.com.cn/hls/tv/169_b4d7a4.m3u8
绥宁电视台,http://liveplay-srs.voc.com.cn/hls/tv/182_3c0dc6.m3u8
新邵电视台,https://liveplay-srs.voc.com.cn/hls/tv/171_daca67.m3u8
汉寿综合,http://liveplay-srs.voc.com.cn/hls/tv/31_226756.m3u8
桃源综合,https://liveplay-srs.voc.com.cn/hls/tv/157_66df9e.m3u8
安化综合,http://liveplay-srs.voc.com.cn/hls/tv/204_16cb0f.m3u8
沅江融媒,http://liveplay-srs.voc.com.cn/hls/tv/163_2c7011.m3u8
洪江综合,http://liveplay-nanyue.rednet.cn/live/hongjiang_tv_ced5a7.m3u8
靖州综合,http://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8
麻阳综合,http://liveplay-srs.voc.com.cn/hls/tv/38_6f397d.m3u8

湖南导视,http://58.46.28.146:9999/tsfile/live/1085_1.m3u8
湖南教育,http://58.46.28.146:9999/tsfile/live/1086_1.m3u8
双峰综合,http://58.46.28.146:9999/tsfile/live/1087_1.m3u8
娄底综合,http://58.46.28.146:9999/tsfile/live/1088_1.m3u8
娄底公共,http://58.46.28.146:9999/tsfile/live/1089_1.m3u8
娄底教育,http://58.46.28.146:9999/tsfile/live/1090_1.m3u8
湖南卫视,http://58.46.28.146:9999/tsfile/live/0128_1.m3u8
湖南经视,http://58.46.28.146:9999/tsfile/live/1091_1.m3u8
湖南都市,http://58.46.28.146:9999/tsfile/live/1092_1.m3u8
湖南电影,http://58.46.28.146:9999/tsfile/live/1093_1.m3u8
湖南电视剧,http://58.46.28.146:9999/tsfile/live/1094_1.m3u8
金鹰纪实,http://58.46.28.146:9999/tsfile/live/1095_1.m3u8

长沙新闻,webview://https://live.mgtv.com/?channelId=269$官方web
长沙新闻,webview://https://web.guangdianyun.tv/tv/?id=346&uin=1648$官方web
长沙政法,webview://https://live.mgtv.com/?channelId=254$官方web
株洲新闻综合,webview://https://web.guangdianyun.tv/tv/2053?uin=1366$官方web
湘潭,webview://http://www.hnxttv.com/live/ivideo/index.html$官方web
常德1,webview://http://zzwxht.changdejia.com/zhibo_xwzh.php$官方web
常德2,webview://http://zzwxht.changdejia.com/zhibo_ggpd.php$官方web
邵阳1,webview://http://www.sytv.net.cn/folder2188/folder2190$官方web
邵阳2,webview://http://share.sytv.net.cn/?_hgOutLink=live/livedetail&channel_id=34$官方web
娄底1,webview://http://www.ldntv.cn/folder51/folder154/folder171$官方web
郴州1,webview://https://www.ngcz.tv/folder83/folder86$官方web
郴州2,webview://http://share.ngcz.tv/?_hgOutLink=live/livedetail&channel_id=30$官方web

🐼广东ID28,#genre#



广东经济科教,http://pili-live-hls.kingsmedia.cn/metoo-live/c40c8d3679704d729f3254ca2b98abfe.m3u8
广东影视,http://8.138.7.223/tv/migu.php?id=gdys
广东体育,https://mg.345564.xyz/proxy.php?url=http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东珠江,http://8.138.7.223/【公众号：榴芒电视】/gdzj.m3u8
广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-20.m3u8
广东民生,http://120.238.94.82:9901/tsfile/live/1011_1.m3u8?key=txiptv


广州综合,https://tencentplaybusiness.gztv.com/live/zonghes.m3u8
广州影视,https://tencentplaybusiness.gztv.com/live/yingshi.m3u8
广州新闻,https://tencentplaybusiness.gztv.com/live/xinwen.m3u8
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州法治,https://tencentplaybusiness.gztv.com/live/fazhi.m3u8
广州南国都市4K,https://tencentplaybusiness.gztv.com/live/nanguodushi.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
番禺新闻,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
增城电视台,https://44372.hlsplay.aodianyun.com/tv_radio_44372/tv_channel_3454.m3u8?auth_key=3302990233-0-0-447a4429d3cd0b9498435f8d0710e754&extra_key=xYrWaeH47ng6LgNv3gtGnKLRsri9Mh7okSc1pQ0Lw-5jwpfeFEm5QkWXcX5LsBM2QllVnB9VAA0PiHh9jKD0e8OAnX7856RTQC0SPuDRS--6bpHRC1ETUcuFN_dvpyA-4F13ZieDava7Bir-rIIhYzgyfMEEasxZ67lJMVU1z6o


深圳都市,http://livepull-tcms.sztv.com.cn/live/dslive.m3u8

珠海新闻综合,https://publive.zhrct.com/zhtv1/zhtv1.m3u8?auth_key=1697183630-0-0-237458bc86c8bc697f92b9525a090953


佛山综合,http://tp88.cn/IPTV/guangdong/fstv.php?id=fszh
佛山影视,http://tp88.cn/IPTV/guangdong/fstv.php?id=fsys
佛山公共,http://tp88.cn/IPTV/guangdong/fstv.php?id=fsgg
佛山南海,http://tp88.cn/IPTV/guangdong/fstv.php?id=fsnh
佛山顺德,http://tp88.cn/IPTV/guangdong/fstv.php?id=fssd
佛山高明,http://tp88.cn/IPTV/guangdong/fstv.php?id=fsgm
佛山三水,http://tp88.cn/IPTV/guangdong/fstv.php?id=fsss


韶关新闻综合,https://live.sgmsw.cn/hls/lhx1FUeZg/playlist.m3u8
韶关新闻综合,http://59.35.185.200:9901/tsfile/live/0128_2.m3u8?key=txiptv&playlive=1&down=1

河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8

梅州综合,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/wxmz1.m3u8
梅州客家生活,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/wxmz2.m3u8
五华综合,http://p2hs.vzan.com/slowlive/621139761151691240/live.m3u8

惠州综合,http://b.ds2.hztvmg.com/AppName/StreamName.m3u8


东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8

中山综合,http://v.zsbtv.com.cn/lsdream/qTl38me/1000/live.m3u8



阳江综合,https://live.yjtvw.com:8081/live/yjtv1.m3u8
阳江综合,https://yangjiang-live6.itouchtv.cn/live/66f6785d00d85014361f7e78.m3u8
阳江生活,https://live.yjtvw.com:8081/live/yjtv2.m3u8

湛江综合,http://gbtv-hls-wjq.zjwtv.com/zjtv/zhpd.m3u8
湛江公共,http://gbtv-hls-wjq.zjwtv.com/zjtv/ggpd.m3u8
湛江综合,http://59.35.185.200:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=1&down=1

肇庆综合,http://zmylivestream.nfnews.com/zmy_slive/27872.m3u8
肇庆生活服务,http://zmylivestream.nfnews.com/zmy_slive/27871.m3u8
怀柔综合,http://www.zqhjtv.com/hls/hjzhpd.m3u8

清远综合,http://zmylivestream.nfnews.com/zmy_slive/25319.m3u8
清远文旅生活,http://zmylivestream.nfnews.com/zmy_slive/25321.m3u8

揭阳综合,http://hls-jyrtv.jyrtv.tv/stjy2020/ggpd.m3u8
揭阳生活,http://hls-jyrtv.jyrtv.tv/stjy2020/ggpd.m3u8

云浮综合,https://livestream.oeeee.com/slive/28283.m3u8
云浮文旅,https://livestream.oeeee.com/slive/28284.m3u8

广东卫视,webview://https://www.gdtv.cn/tvChannelDetail/43
广东珠江,webview://https://www.gdtv.cn/tvChannelDetail/44
广东新闻,webview://https://www.gdtv.cn/tvChannelDetail/45
广东民生,webview://https://www.gdtv.cn/tvChannelDetail/48
广东体育,webview://https://www.gdtv.cn/tvChannelDetail/47
大湾区卫视,webview://https://www.gdtv.cn/tvChannelDetail/51
大湾区卫视（海外版）,webview://https://www.gdtv.cn/tvChannelDetail/46
广东影视,webview://https://www.gdtv.cn/tvChannelDetail/53
4K超高清,webview://https://www.gdtv.cn/tvChannelDetail/16
广东少儿,webview://https://www.gdtv.cn/tvChannelDetail/54
嘉佳卡通,webview://https://www.gdtv.cn/tvChannelDetail/66
南方购物,webview://https://www.gdtv.cn/tvChannelDetail/42
岭南戏曲,webview://https://www.gdtv.cn/tvChannelDetail/15
广东移动,webview://https://www.gdtv.cn/tvChannelDetail/74
荔枝台,webview://https://www.gdtv.cn/tvChannelDetail/100
纪录片,webview://https://www.gdtv.cn/tvChannelDetail/94
GRTN健康频道,webview://https://www.gdtv.cn/tvChannelDetail/99
GRTN文化频道,webview://https://www.gdtv.cn/tvChannelDetail/75
GRTN生活频道,webview://https://www.gdtv.cn/tvChannelDetail/102
GRTN教育频道,webview://https://www.gdtv.cn/tvChannelDetail/104

深圳卫视,webview://https://www.sztv.com.cn/pindao/index.html?id=7867
深圳都市,webview://https://www.sztv.com.cn/pindao/index.html?id=7868
深圳电视剧,webview://https://www.sztv.com.cn/pindao/index.html?id=7880
深圳财经,webview://https://www.sztv.com.cn/pindao/index.html?id=7871
深圳少儿,webview://https://www.sztv.com.cn/pindao/index.html?id=7881
深圳移动,webview://https://www.sztv.com.cn/pindao/index.html?id=7869
深圳宜和购物,webview://https://www.sztv.com.cn/pindao/index.html?id=7878
深圳国际,webview://https://www.sztv.com.cn/pindao/index.html?id=7944
广州新闻,webview://https://app.gztv.com/plusshare/#/tvDetail?code=3002
广州影视,webview://https://app.gztv.com/plusshare/#/tvDetail?code=3006
广州法治,webview://https://app.gztv.com/plusshare/#/tvDetail?code=3004
广州南国都市,webview://https://app.gztv.com/plusshare/#/tvDetail?code=3003
佛山顺德,webview://http://p.123tv.cn/p/gdfs.php?id=fssd
佛山公共,webview://http://p.123tv.cn/p/gdfs.php?id=fsgg
佛山影视,webview://http://p.123tv.cn/p/gdfs.php?id=fsys
佛山公共,webview://http://p.123tv.cn/p/gdfs.php?id=fsgm
佛山公共,webview://http://p.123tv.cn/p/gdfs.php?id=fsss
佛山综合,webview://http://p.123tv.cn/p/gdfs.php?id=fszh
佛山南海,webview://http://p.123tv.cn/p/gdfs.php?id=fsnh
江门综合,webview://http://www.jmtv.cn/live/jm_live_h5.shtml?pid=2
江门侨乡生活,webview://http://www.jmtv.cn/live/jm_live_h5.shtml?pid=1
东莞新闻综合,webview://https://dgrtv.sun0769.com/index.php/online2/4
东莞生活资讯,webview://https://dgrtv.sun0769.com/index.php/online2/5
河源综合,webview://https://www.hyrtv.cn/itv/zhds/
河源公共,webview://https://www.hyrtv.cn/itv/ggds/
清远新闻综合,webview://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=1
清远文旅生活,webview://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=3
韶关,webview://https://www.sgmsw.cn/v/tv?spm=0.0.0.0.nRYAvk&id=SB05RIYZOU8JR418AUQOF62CAJQ08D0E
肇庆综合,webview://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=33
肇庆生活,webview://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=34
云浮综合,webview://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=8
云浮文旅,webview://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=9
信宜市综合频道,webview://https://web.guangdianyun.tv/tv/?id=643&uin=1629
开平综合,webview://https://web.guangdianyun.tv/tv/?id=1434&uin=1132
开平生活,webview://https://web.guangdianyun.tv/tv/?id=1435&uin=1132
阳江-1,https://live.yjtvw.com:8081/live/yjtv1.m3u8    
阳江-2,https://live.yjtvw.com:8081/live/yjtv2.m3u8


🐼广西ID29,#genre#

南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8		
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
桂林新闻,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
百色综合，http://play-a2.quklive.com/live/1741009694237289.m3u8


🐼海南ID30,#genre#

海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
海南自贸,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南新闻,http://nn.7x9d.cn/地方台8563/海南.php?id=xwpd
海南公共,http://nn.7x9d.cn/地方台8563/海南.php?id=ggpd
海南文旅,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海南少儿,http://nn.7x9d.cn/地方台8563/海南.php?id=sepd
海口新闻综合,http://p2.weizan.cn/11763520/218605596729758130/live.m3u8
海口城乡经济,http://p2.weizan.cn/11763520/437504960339513614/live.m3u8
海口生活娱乐,http://p2.weizan.cn/11763520/862975416677893268/live.m3u8
海口新闻综合,https://www.hkbtv.cn/live/tv1001.m3u8
海口城乡经济,https://www.hkbtv.cn/live/tv2502.m3u8
海口生活娱乐,https://www.hkbtv.cn/live/tv2503.m3u8
海口新闻综合,http://153.0.158.159:16080/live/hktv1.m3u8
海口城乡经济,http://153.0.158.159:16080/live/hktv2.m3u8
海口生活娱乐,http://153.0.158.159:16080/live/hktv3.m3u8


🐼重庆ID31,#genre#



巴南综合,http://live.cqbntv.com/bnmc/tv0709.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8
垫江综合,http://8.138.7.223/tv/quklive.php?id=1
垫江综合,http://125.62.24.185:80/1.m3u8

涪陵电视台,http://183.64.215.48:1002/1.m3u8
合川电视台,https://yypull.cbg.cn/applive/hechuantv1/playlist.m3u8
江津电视台,http://222.179.155.21:1935/ch1.m3u8
梁平综合,https://yypull.cbg.cn/applive/lplive01/playlist.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
铜梁综合,https://tlpc01.cqliving.com/ch1.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8
潼南综合,http://183.230.184.51:65500/tntv1.m3u8
武隆综合,https://yypull.cbg.cn/applive/wltvzh/playlist.m3u8
万盛综合,https://yypull.cbg.cn/applive/wslive01/playlist.m3u8
万州新闻综合,https://wanzhoulive.cbg.cn/iTXwrGs/800/live.m3u8
万州新闻综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州三峡移民,https://wanzhoulive.cbg.cn/c2F0hmi/1000/live.m3u8
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
永川综合,https://yypull.cbg.cn/applive/yctv01/playlist.m3u8
酉阳综合,https://yypull.cbg.cn/applive/youytv01/playlist.m3u8
忠县综合,https://yypull.cbg.cn/applive/zxtv2/playlist.m3u8

🐼四川ID32,#genre#

四川科教,http://8.138.7.223/【公众号：榴芒电视】/四川科教.m3u8


四川|黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
四川|巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川|洪雅新闻综合,http://api2.52tb.xyz/info?id=607&token=20230218htjgzi
四川|朝天新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
四川|大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
四川|大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
四川|德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川|广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
四川|广元公共,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
剑阁综合频道,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8
四川|广元综合,http://tv.dzsm.com:8100/chan/ch1.flv
四川|洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
四川|会东综合,http://112.45.133.129:90/live/xwzh.m3u8
四川|剑阁新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
四川|金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川|金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川|乐至综合,http://175.155.106.72:89/live1/live1.m3u8
四川|雷波综合,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
四川|利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
四川|凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
四川|凉山,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
四川|纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
四川|攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
四川|蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
四川|青川新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
四川|松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川|旺苍新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
四川|汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川|武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
四川|营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川|筠连综合,http://118.122.78.172:89/live1/live1.m3u8
四川|中江新闻综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0

成都简阳新闻综合,http://jypull.jianyangrongmei.cn/live/fb9eea7d019310009e23a40200000000/playlist.m3u8?wsSecret=27502e2ade19ed4f0c73f2d43a9547b3&wsTime=2019657600
成都简阳新闻综合,http://jypull.jianyangrongmei.cn/live/fb9eea7d019310009e23a40200000000.flv?wsSecret=63f700d781b82eaf42b4fa7e83212737&wsTime=2019657600
绵阳江油新闻综合,http://jypull.jyxrmtzx.xyz/live/9dfe6ab1018e1000f4bb01a600000000/playlist.m3u8?wsSecret=9eb9256aa01b00e91c86deab33ef9cab&wsTime=2019657600
绵阳江油新闻综合,http://jypull.jyxrmtzx.xyz/live/9dfe6ab1018e1000f4bb01a600000000.flv?wsSecret=10b52485c91a6f6c325d28ffc9d25ebc&wsTime=2019657600
绵阳北川综合,http://bcpull.bcrongmei.cn/live/63820f8101941000036a690c00000000/playlist.m3u8?wsSecret=ae3ca621b3c938628da3329b743edbf3&wsTime=2019657600
绵阳北川综合,http://bcpull.bcrongmei.cn/live/63820f8101941000036a690c00000000.flv?wsSecret=74ff504f1986839890b462ab861209d3&wsTime=2019657600
绵阳盐亭综合,http://ytpull.ytxrmt.cn/live/73957476019110000fa2d07e00000000/playlist.m3u8?wsSecret=4523bde38d7c20bd3cf59ed049408dd4&wsTime=2019657600
绵阳盐亭综合,http://ytpull.ytxrmt.cn/live/73957476019110000fa2d07e00000000.flv?wsSecret=60cd9389fdcac01bf50aeec9f1ef14c3&wsTime=2019657600
绵阳梓潼综合,http://ztpull.ztrmfb.cn/live/b98e28f7019310006d65e1b500000000/playlist.m3u8?wsSecret=3f2fe004036db44ed21947b739da34de&wsTime=2019657600
绵阳梓潼综合,http://ztpull.ztrmfb.cn/live/b98e28f7019310006d65e1b500000000.flv?wsSecret=f98c5ffc471a700140d815bfafd641d9&wsTime=2019657600
阿坝新闻综合,http://apppull.aba-news.com.cn/live/be5325350190100009f6751d00000000/playlist.m3u8?wsSecret=35d0fb48b07a2c3c051b8c050e1ef7d9&wsTime=2019657600
阿坝新闻综合,http://apppull.aba-news.com.cn/live/be5325350190100009f6751d00000000.flv?wsSecret=ddd23d18b26744116ef3e201de2c9683&wsTime=2019657600
阿坝藏语综合,http://apppull.aba-news.com.cn/live/be57fb5401901000b611a82100000000/playlist.m3u8?wsSecret=5d932b106deb38dfdd65bf463a0278f7&wsTime=2019657600
阿坝藏语综合,http://apppull.aba-news.com.cn/live/be57fb5401901000b611a82100000000.flv?wsSecret=23cc6d3b9c6c1c4b1bbb3f2fe23107bc&wsTime=2019657600
阿坝若尔盖综合,http://regpull.regrmt.cn/live/fba4bdf0019310007748ce6c00000000/playlist.m3u8?wsSecret=c48a78f1f3c14458a9867a8067c8bb5b&wsTime=2019657600
阿坝若尔盖综合,http://regpull.regrmt.cn/live/fba4bdf0019310007748ce6c00000000.flv?wsSecret=9c12ac7fa0a7188dfa3f1d6ea7c1aa26&wsTime=2019657600
内江东兴新闻,http://dxpull.njdxrm.cn/live/93f6de420192100084d4e49300000000/playlist.m3u8?wsSecret=5af4267b22744b16a7d4bb75fed6b7e7&wsTime=2019657600
内江东兴新闻,http://dxpull.njdxrm.cn/live/93f6de420192100084d4e49300000000.flv?wsSecret=4a199390aad9a30e0a100f4d147051f9&wsTime=2019657600
内江资中综合,http://zzpull.zzrmtzx.cn/live/75c3758a0193100092e8cea100000000/playlist.m3u8?wsSecret=e40ab1fec464e16bb966fa960cc9ff30&wsTime=2019657600
内江资中综合,http://zzpull.zzrmtzx.cn/live/75c3758a0193100092e8cea100000000.flv?wsSecret=bc7b7fbf1ebd61eb794baf5495cf47ca&wsTime=2019657600
德阳广汉综合,http://dcpull.ghrmt.cn/live/5c2bdb1a018f100098165ffc00000000/playlist.m3u8?wsSecret=0e9e279d000d65e46c102be4479c95c7&wsTime=2019657600
德阳广汉综合,http://dcpull.ghrmt.cn/live/5c2bdb1a018f100098165ffc00000000.flv?wsSecret=228e0fa3f32e7815a7c647a18109fdb4&wsTime=2019657600
凉山甘洛综合,http://glpull.glxrmtzx.cn/live/2a1603a1019410001fedc3cd00000000/playlist.m3u8?wsSecret=b31c02126c0367a84b0bd175dc7ea8db&wsTime=2019657600
凉山甘洛综合,http://glpull.glxrmtzx.cn/live/2a1603a1019410001fedc3cd00000000.flv?wsSecret=95f5ce535a0c40975b176653024778e2&wsTime=2019657600
凉山冕宁电视,http://mnpull.sichuanmianning.cn/live/1a5459a9019410003d361ee300000000/playlist.m3u8?wsSecret=aa89dc2d76484ed81b98e1765e972607&wsTime=2019657600
凉山冕宁电视,http://mnpull.sichuanmianning.cn/live/1a5459a9019410003d361ee300000000.flv?wsSecret=b8df352345af392b7a72dd454f97ec38&wsTime=2019657600
广安邻水综合,http://pgpull.lspuge.cn/live/7414eab70192100000f07f6e00000000/playlist.m3u8?wsSecret=c5783264bdce73bb146d16e12f78d120&wsTime=2019657600
广安邻水综合,http://pgpull.lspuge.cn/live/7414eab70192100000f07f6e00000000.flv?wsSecret=efbfa68fbad4d9d5a7e934f1777ca4ec&wsTime=2019657600
广安武胜综合,http://wspull.wsxrmt.com.cn/live/fb899c55019310000893a7cd00000000/playlist.m3u8?wsSecret=49781046550db1e8434768dc478f8b59&wsTime=2019657600
广安武胜综合,http://wspull.wsxrmt.com.cn/live/fb899c55019310000893a7cd00000000.flv?wsSecret=312eb7e98d0f3649eca9b034d3cfa858&wsTime=2019657600
眉山丹棱综合,http://dlpull.2289869471.com/live/08f432a6018f10004816cbcd00000000/playlist.m3u8?wsSecret=d98e7f46e3e9a00831add9054a55cbfd&wsTime=2019657600
眉山丹棱综合,http://dlpull.2289869471.com/live/08f432a6018f10004816cbcd00000000.flv?wsSecret=41bfc16da5f0b820687587fa2bfd121c&wsTime=2019657600
遂宁蓬溪新闻综合,http://pxpull.pengxiyun.cn/live/03c29776018f10002512b07f00000000/playlist.m3u8?wsSecret=4b8511b5e9f31ec0478debd6664c2711&wsTime=2019657600
遂宁蓬溪新闻综合,http://pxpull.pengxiyun.cn/live/03c29776018f10002512b07f00000000.flv?wsSecret=877689e6c85cd2f605fb24acd551c0c1&wsTime=2019657600
南充综合,http://ncrmpull.cnncw.cn/live/8f7b908601931000dd6ee79a00000000/playlist.m3u8?wsSecret=371a8108a7826e6dd8a0d9fe5f90272c&wsTime=2019657600
南充综合,http://ncrmpull.cnncw.cn/live/8f7b908601931000dd6ee79a00000000.flv?wsSecret=9c3982ea83344253ccd7da7457fc9e81&wsTime=2019657600
南充科教生活,http://ncrmpull.cnncw.cn/live/8f7f8d3101931000ffbe3ba700000000/playlist.m3u8?wsSecret=0148edb88bca6b49e86cc6ef96fb3ac3&wsTime=2019657600
南充科教生活,http://ncrmpull.cnncw.cn/live/8f7f8d3101931000ffbe3ba700000000.flv?wsSecret=c67906d06339277193a96d3dba473664&wsTime=2019657600

成都简阳新闻综合,http://8.138.7.223/tv/sc.php?id=cd_jy1
绵阳江油新闻综合,http://8.138.7.223/tv/sc.php?id=my_jy1
绵阳北川综合,http://8.138.7.223/tv/sc.php?id=my_bc1
绵阳盐亭综合,http://8.138.7.223/tv/sc.php?id=my_yt1
绵阳梓潼综合,http://8.138.7.223/tv/sc.php?id=my_zt1
阿坝新闻综合,http://8.138.7.223/tv/sc.php?id=ab1
阿坝藏语综合,http://8.138.7.223/tv/sc.php?id=ab2
